,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,Indicadora
103,Kyrgyz Republic,16,7,2.1,6,312674000,66.01,67,3,93.3,95.6,89.1,90,86.2,96.7,45122000,0,19.5,0.256826818,390,5,76,80,19,16.8,21.1,11.5,21.3,18.9,23.7,3286,120,1985,3644,3.1,82.22223333,96.6667,14,21773000,226025000,30252000,0,0,0,0,0,45871000,86649000,14870000,67644000,312674000,45122000,0,0,0,0,0,0,67644000,0,35.3,11,3,6.4,23.33333333,0,70,4,8,51,142,410,125,3.5,10,225,1.5,29,Mal
104,Lao PDR,24,6,4.9,5,576178000,53.77,134,55,70.9,56,94.5,75.7,69.4,85.6,98897000,0,5.6,0.665026487,150,45,197,50,50.7,45.1,56.1,30.1,66.7,60.6,72.5,8751,350,5220,11613,3.7,71.11113333,93.3334,41,161883000,503253000,68293000,0,9404000,0,8148000,273000,84212000,64777000,20927000,246095000,568030000,89220000,0,0,0,0,8148000,9677000,246095000,0,0,11,4,16,25,5.1,70,6,6,35,83,443,134,53,73,362,2.591785792,25.3,Mal
107,Latvia,9,5,1.5,6,13645323662,78.06,22,6,87.8,81.5,90.8,99.3,98.3,99.8,2367048074,382061313,26.6,0.028839133,3500,1,18,56.89806865,6.9,6.4,7.5,5.2,7.9,7.2,8.6,109,4,82,129,3,66.21412289,78.47684491,1,1412538212,1977659120,256485635.2,1738664237,1257711417,1147814478,8754351018,199219621.1,1111206178,2080436850,238599682.4,2523744352,4058094841,495085279.4,162726472.1,192748007.6,32970375.36,3049205263,9021472499,1489901451,6235978720,663030946.6,0,12,4,6.3,18,80.8,63.26745511,4,9,7,165,469,107,16.5,5.5,193,1.5,35.9,Bien
109,Lebanon,12,9,34,6,245600000,56.39,123,27,80.7,80.7,80.7,99,99,99,1497929000,0,23.8,0.027270065,3700,9,15,50,7.1,6.8,7.3,4.8,8.3,7.9,8.6,726,13,491,835,0.4,65.55553333,76.6666,5,96031000,67663000,20297000,1655750000,1439491000,51168000,14244000,6656000,128810000,126343000,30548000,224841000,194006000,50845000,0,37350000,937000,1706918000,51594000,1447084000,1931759000,0,0,18,8,6.1,3.125,23.9,70,6,2,20,244,721,75,34,15,183,3,30.3,Bien
110,Lesotho,7,3,9.3,0,111250000,57.69,114,1,30.3,27.6,37.3,81.8,77,94.6,11710000,0,0,1.627138773,61,2,487,50,69.2,62.6,75.3,32.7,90.2,83.1,97.1,4317,300,2045,5570,2.8,65.5556,86.6668,4,9730000,40489000,2193000,0,0,4726000,0,733000,16855000,70761000,8784000,26585000,111250000,10977000,0,0,0,4726000,0,733000,31311000,0,1,11,4,10.8,25,0,60,7,5,32,179,615,114,43,29,324,2.6,13.6,Mal
111,Liberia,13,4,16.8,0,101394000,40.19,179,62,16.9,5.9,28,75.6,62.6,88.6,4618000,0,5.4,3.552588187,28,24,725,30,52.8,48.2,57.2,24.1,69.9,64.8,74.7,7974,1100,3644,10509,7,51.1111,73.3333,50,1262000,23786000,1358000,0,0,0,0,0,7452000,77608000,3260000,8714000,101394000,4618000,0,0,0,0,0,0,8717000,3000,0,22,10,35.4,10.95890411,1.8,50,4,8,33,74,1280,465,44,4.5,139.5,3,47.8,Mal
112,Libya,6,1,26.9,0,13645323662,31.77,188,32,96.6,95.7,96.8,88.766717,83.81799192,94.88066195,2367048074,382061313,10.5,0.024076291,4200,11,9,10,11.4,10.2,12.7,7.2,13.4,12,14.7,1418,12,894,1684,0.3,22.2222,36.6666,3,1412538212,1977659120,256485635.2,1738664237,1257711417,1147814478,8754351018,199219621.1,1111206178,2080436850,238599682.4,2523744352,4058094841,495085279.4,162726472.1,192748007.6,32970375.36,3049205263,9021472499,1489901451,6235978720,663030946.6,0,14.27837299,5.792829598,22,15.95744681,0.5,20,10,0,19,160.9831932,690,118,48.4432479,35,889,2.591785792,32.8,Mal
113,Lithuania,9,7,0.6,8,13645323662,78.88,20,6,92.4,82.8,97.2,96.6,90.4,99.7,2367048074,382061313,35.2,0.015863899,6300,2,10,56.89806865,3.3,3,3.5,2.5,5.2,4.7,5.6,107,3,81,164,1.5,66.21412289,78.47684491,2,1412538212,1977659120,256485635.2,1738664237,1257711417,1147814478,8754351018,199219621.1,1111206178,2080436850,238599682.4,2523744352,4058094841,495085279.4,162726472.1,192748007.6,32970375.36,3049205263,9021472499,1489901451,6235978720,663030946.6,79.3,12,3,5.9,23.40425532,33.9,63.26745511,2,6,11,103,300,95,2.5,3.5,171,2.3,42.6,Bien
117,Luxembourg,3,6,2,0,13645323662,68.31,61,1,97.6,98.5,97.5,100,100,100,2367048074,382061313,15.5,0.015479765,6500,0,10,56.89806865,1.5,1.3,1.6,0.9,1.9,1.7,2,10,1,6,13,0.4,66.21412289,78.47684491,0,1412538212,1977659120,256485635.2,1738664237,1257711417,1147814478,8754351018,199219621.1,1111206178,2080436850,238599682.4,2523744352,4058094841,495085279.4,162726472.1,192748007.6,32970375.36,3049205263,9021472499,1489901451,6235978720,663030946.6,0,11,7,4.2,28.33333333,0,63.26745511,6,3,23,157,321,56,26.5,18.5,55,2,20.1,Bien
118,"Macedonia, FYR",14,8,0.1,7,355180000,80.18,12,13,90.9,82.6,97.2,99.4,98.9,99.8,82003000,0,0,0.01177133,8500,5,8,80,4.8,4.5,5.1,3.5,5.5,5.1,5.8,119,2,87,135,2,83.33333333,80,0,13614000,179827000,7620000,182115000,32551000,14760000,17547000,26949000,134610000,157171000,14883000,148224000,336998000,22503000,636000,635000,0,197511000,18182000,59500000,345735000,0,89.3,10,7,10.9,33.33333333,38,90,1,6,7,74,604,97,30,1,119,1.8,12.9,Mal
119,Madagascar,35,7,43.7,0,169676000,45.68,164,87,12,8.7,18,51.5,35.3,81.6,14115000,0,20.3,1.669817898,60,119,353,50,35.9,32.3,39.3,19.7,49.6,45.3,53.6,29429,2900,16189,40075,1.5,58.8889,86.6667,540,90349000,26260000,4471000,0,0,0,212000,714000,24598000,138559000,8930000,114947000,164819000,13401000,526000,4645000,0,526000,4857000,714000,115473000,0,0,15,6,16.3,20.52980132,3,40,9,3,23,185,871,450,100,13,183,3,38.1,Mal
120,Malawi,18,4,84.6,0,157199000,51.03,141,98,41,39.8,47.3,90.2,89.1,95.7,16070000,0,12.4,3.452414187,29,8,634,50,43.4,39.6,47,21.8,64,59.5,68.3,27260,4200,13720,40048,1.7,75.55556667,96.6667,25,11211000,32914000,7429000,0,0,0,2735000,32000,29659000,121550000,8609000,40870000,154464000,16038000,0,0,0,0,2735000,32000,40870000,0,0,13,6,20.4,16.66666667,0,80,8,5,35,153,432,127,69,38,174.5,2.6,34.5,Mal
121,Malaysia,50,10,6.7,7,73000,79.13,18,75,96,95.9,96.1,98.2,93,100,1072400000,96395000,16.4,0.08150627,1200,70,40,70,6,5.3,6.6,3.9,7,6.3,7.7,3308,200,2149,3793,0.9,74.44443333,73.3333,721,220300000,5000,57324000,5913719000,883005000,266170000,0,32747000,30656000,68000,2927000,250956000,73000,60251000,28000,0,2000,6179917000,0,915754000,6475873000,45000000,77.1,15,8,22.7,10.36036036,57,80,3,7,13,79,425,32,13,4,118,1,40,Bien
122,Maldives,0,0,4.9,5,88347000,55.04,128,19,97.9,98.3,97.5,98.6,97.9,99.5,9794000,513000,7.9,0.166768374,600,2,68,50,7.4,6.6,8.1,4.9,8.6,7.7,9.4,58,5,38,67,9.2,55.55553333,56.6666,0,74610000,71736000,4378000,0,0,13756000,0,1124000,19680000,16611000,3779000,94290000,88347000,8157000,0,0,0,13756000,0,1124000,141380000,33334000,0,10,6,13.1,5.882352941,15.6,60,5,2,30,140,665,91,57,9,394.5,1.5,30.2,Mal
123,Mali,16,7,71.3,0,451928000,50.81,143,2,24.7,16.1,37.5,77,64.1,96.5,26548000,0,34.3,3.740890877,27,12,587,30,74.5,68.2,80.4,37.8,114.7,108.4,120.4,53880,4400,27439,82710,3.9,65.55556667,86.6667,8,65048000,173434000,8226000,0,0,679000,321000,16000,71493000,278173000,18306000,136541000,451607000,26532000,0,0,0,679000,321000,16000,137220000,0,0,13,5,10.1,8.843537415,0.1,80,5,6,35,124,620,120,29,8.5,270,3.6,48.3,Mal
124,Malta,5,3,10.7,0,13645323662,63.7,80,22,100,100,100,100,100,100,2367048074,382061313,10.7,0.01207357,8300,2,9,56.89806865,5.1,4.7,5.5,4.4,6.4,5.9,6.9,19,0,16,24,0.5,66.21412289,78.47684491,4,1412538212,1977659120,256485635.2,1738664237,1257711417,1147814478,8754351018,199219621.1,1111206178,2080436850,238599682.4,2523744352,4058094841,495085279.4,162726472.1,192748007.6,32970375.36,3049205263,9021472499,1489901451,6235978720,663030946.6,0,15,7,30.1,12.85714286,0,63.26745511,10,2,7,167,505,121,15,28,139,3,41.3,Bien
125,Marshall Islands,3,2,12.7,0,13645323662,51.58,140,14,76.9,56.2,84.5,94.6,97.6,93.5,2367048074,382061313,11.8,0.758700851,2851.535211,2,171.0704225,20,29.6,25.9,33,16.7,36,31.9,39.9,40,10793.52113,23,49,53,37.77776667,53.3333,0,1412538212,1977659120,256485635.2,1738664237,1257711417,1147814478,8754351018,199219621.1,1111206178,2080436850,238599682.4,2523744352,4058094841,495085279.4,162726472.1,192748007.6,32970375.36,3049205263,9021472499,1489901451,6235978720,663030946.6,0,7,5.792829598,0,3.03030303,0,40,5,10,21,38,476,67,48.4432479,17,128,2,64.8,Mal
126,Mauritania,15,6,18.5,2,602860000,44.74,168,43,40,13.8,57.5,57.9,57.1,58.4,74389000,0,23.2,2.744005782,36,16,602,60,65.1,58.7,73.4,35.7,84.7,79.5,95.8,8523,810,4695,11050,48.1,66.6667,90.0001,0,112233000,248291000,35348000,0,0,0,0,0,77755000,354569000,39041000,189988000,602860000,74389000,0,0,0,0,0,0,189988000,0,0,13,4,0,25.17006803,6.1,50,6,2,49,104,370,70,49,8,734,2.591785792,71.3,Mal
127,Mauritius,9,6,2,7,82513000,75.05,32,18,93.1,92.6,93.9,99.9,99.8,99.9,24346000,2055000,7.1,0.077892962,1300,7,53,100,11.8,10.4,13.2,8.4,13.5,12,15,167,7,119,192,3.6,93.33336667,80.0001,90,72890000,76224000,17056000,0,0,11582000,0,916000,71488000,6289000,4319000,144378000,82513000,21375000,194000,0,0,11776000,0,916000,230651000,74497000,0,15,4,11.7,11.5942029,82.6,100,5,6,8,156,519,81,14,6,152,1.7,22.4,Bien
129,"Micronesia, Fed. Sts.",11,0,141.1,0,13645323662,49.67,148,21,57.1,49,85.1,89,87.4,94.8,2367048074,382061313,8.5,0.324130628,310,5,100,40,28.6,25.4,31.6,18.8,34.7,31,38.2,71,2,46,85,52,35.55556667,46.6667,4,1412538212,1977659120,256485635.2,1738664237,1257711417,1147814478,8754351018,199219621.1,1111206178,2080436850,238599682.4,2523744352,4058094841,495085279.4,162726472.1,192748007.6,32970375.36,3049205263,9021472499,1489901451,6235978720,663030946.6,0,14,5.792829598,0,0,0,20,7,11,21,86,885,105,48.4432479,16,128,5.3,60.5,Mal
133,Moldova,12,7,4.3,6,280970000,70.97,52,8,76.4,67.1,87.8,88.4,81.4,96.9,12742000,0,30.8,0.031495426,3200,4,23,100,13.6,12,15.2,11.9,15.8,14,17.6,587,10,513,687,0.2,95.55556667,96.6667,2,9093000,38650000,912000,0,0,84000,3686000,65000,44932000,237010000,11735000,54025000,275660000,12647000,6387000,1624000,30000,6471000,5310000,95000,60496000,0,10.8,27,5,9.2,21.78217822,0,90,4,8,21,276,585,113,5.5,4,186,2.8,40.2,Mal
134,Mongolia,24,6,1.5,7,7104228000,68.83,56,2,59.7,42.6,66.4,64.4,59.2,66.4,92555000,1878000,12.4,0.125374056,800,10,44,60,19,15.1,22.8,11.1,22.4,17.9,26.6,1348,30,789,1581,2,74.44443333,63.3333,0,925830000,7040788000,75898000,0,714000,0,0,0,33976000,63440000,14065000,959806000,7104228000,89963000,0,0,0,0,0,714000,959806000,0,0,17,5,10,14.86486486,40.5,100,5,5,41,137,374,79,10.5,6,148,4,24.4,Bien
135,Montenegro,14,5,1.4,5,269835000,71.85,46,32,95.9,92.2,98,99.7,99.2,100,93109000,0,12.8,0.01204346,8300,6,7,50,4.3,4.1,4.6,3.1,4.7,4.4,4.9,30,1,21,33,0.7,72.22223333,76.6667,2,46973000,197121000,10561000,230628000,49955000,117145000,0,19848000,68569000,72714000,12342000,115542000,269835000,22903000,4178000,0,403000,351951000,0,70206000,467493000,0,0,9,6,8.1,17.28395062,26.4,90,6,12,17,154,545,142,69,10,314,1.4,21.6,Bien
136,Morocco,15,6,9.1,6,2743747000,64.51,75,54,76.7,65.5,84.1,85.4,65.3,98.7,811843000,0,22.3,0.311359167,320,16,121,80,23.7,21,26.2,17.6,27.6,24.7,30.3,17043,850,12706,19759,1.4,81.11113333,83.3334,36,626353000,841051000,186513000,0,271196000,267490000,571142000,129299000,1015280000,1331554000,222842000,1641633000,2172605000,409355000,9424000,0,1993000,276914000,571142000,402488000,1918547000,0,23.4,13,5,25.4,16.96202532,0,80,4,2,6,91,510,57,30,10,211,3.5,49.1,Mal
137,Mozambique,29,5,15.1,4,1029761000,53.98,133,63,20.5,10.1,42.4,51.1,37,80.6,148222000,0,4.5,2.530774161,40,13,489,70,56.7,52.7,60.5,27.1,78.5,73.9,82.9,60138,5300,28799,82387,0.8,72.22223333,96.6667,84,88057000,581935000,70685000,0,53590000,10630000,100510000,3111000,30780000,346444000,20021000,118837000,928379000,90706000,6422000,872000,815000,17052000,101382000,57516000,135889000,0,0,10,6,30.8,39.6,5.6,50,10,1,37,111,950,91,40,19,217,1.5,36.1,Mal
138,Myanmar,48,3,97.1,0,0,45.27,167,43,79.6,77.1,84.3,80.6,74.4,92.7,11391000,154000,0.2,0.384770652,260,46,178,50,39.5,34.9,43.8,26.4,50,44.9,54.9,36176,1700,24302,46284,5.9,55.55553333,66.6666,61,26089000,0,2499000,0,0,0,0,0,20392000,0,8738000,46481000,0,11237000,0,0,0,0,0,0,55925000,9444000,0,14,6,25.3,6.19047619,0,50,11,2,31,95,1160,77,85,13,188,5,31.4,Mal
139,Namibia,28,5,11.1,7,13645323662,60.17,101,33,34.4,16.8,54.5,91,84.6,98.2,2367048074,382061313,1,0.984469885,100,13,265,30,32.8,29.4,36.1,15.9,45.4,41.2,49.4,2447,190,1188,3318,3.1,47.7778,73.3334,28,1412538212,1977659120,256485635.2,1738664237,1257711417,1147814478,8754351018,199219621.1,1111206178,2080436850,238599682.4,2523744352,4058094841,495085279.4,162726472.1,192748007.6,32970375.36,3049205263,9021472499,1489901451,6235978720,663030946.6,62.8,10,8,17.2,41.34615385,0,40,10,5,27,137,460,37,52,66,302,2.5,21.3,Mal
140,Nepal,36,6,28.4,0,470384000,60.41,99,7,45.8,43.5,56,91.6,91.8,90.9,43211000,0,11.3,0.647685538,150,31,258,50,29.4,27,31.7,22.2,35.8,33.6,37.9,16144,1500,12252,19900,0.5,72.22223333,86.6667,17,25707000,105713000,5575000,0,0,0,0,0,146718000,364671000,37617000,172425000,470384000,43191000,869000,0,19000,869000,0,19000,173294000,0,1.3,10,3,17.7,29.54924875,0,80,7,6,34,86,910,70,5,17,334,2,29.5,Mal
141,Netherlands,8,4,4.6,7,13645323662,75.94,28,15,97.7,99.9,97.5,100,100,100,2367048074,382061313,20.2,0.011515464,8700,3,7,56.89806865,3.2,2.9,3.5,2.4,3.8,3.4,4.2,576,12,432,682,0.4,66.21412289,78.47684491,3,1412538212,1977659120,256485635.2,1738664237,1257711417,1147814478,8754351018,199219621.1,1111206178,2080436850,238599682.4,2523744352,4058094841,495085279.4,162726472.1,192748007.6,32970375.36,3049205263,9021472499,1489901451,6235978720,663030946.6,78.2,13,5,20.4,37.33333333,0,63.26745511,4,3,9,161,514,110,2.5,4,123,1.1,41,Bien
142,New Zealand,67,10,0.3,8,13645323662,86.79,2,35,72.29814518,65.98358183,78.69736462,100,100,100,2367048074,382061313,2.7,0.021991303,4500,9,11,56.89806865,4.7,4.2,5.2,3.1,5.7,5.1,6.2,280,7,184,342,1.6,66.21412289,78.47684491,23,1412538212,1977659120,256485635.2,1738664237,1257711417,1147814478,8754351018,199219621.1,1111206178,2080436850,238599682.4,2523744352,4058094841,495085279.4,162726472.1,192748007.6,32970375.36,3049205263,9021472499,1489901451,6235978720,663030946.6,100,10,2,30,31.40495868,0,63.26745511,1,12,8,93,216,58,1,0.5,152,1.3,34.3,Bien
143,Nicaragua,15,1,72.2,8,318702368.5,55.78,125,38,67.9,55.7,76.5,87,69.4,99.3,59148867.4,0,21.4,0.370522099,270,7,150,60,18.8,16.6,20.9,9.8,22.1,19.5,24.5,2251,180,1170,2662,20.6,70,80,44,26788465.2,26010626.2,7457220.9,0,0,8000,0,0,87548770.9,292691742.3,51672812,114337236.1,318702368.5,59130032.9,1132969.4,0,18834.5,1140969.4,0,18834.5,115478205.5,0,48.7,16,9,21.9,41.30434783,16.3,70,6,1,43,207,519,55,58,13,207,2.2,63.9,Mal
144,Niger,11,7,67.8,0,342640000,46.37,160,4,10.9,4.6,37.9,58.2,48.6,100,22457000,0,21.7,4.369930371,23,12,553,40,57.1,52.1,61.8,26.8,95.5,90.9,99.8,54226,5400,25495,87967,5.3,71.11113333,93.3334,3,9191000,111218000,13047000,0,0,0,0,0,54423000,231422000,9410000,63614000,342640000,22457000,0,0,0,0,0,0,63614000,0,0,15,4,21.2,13.27433628,0.3,80,6,6,41,112,545,115,35,15,270,5,48.2,Mal
145,Nigeria,21,7,31.7,6,1525305000,44.69,169,71,29,25.4,32.8,68.5,57.3,80.8,475639000,347061000,15.80086321,4.508853294,22,29,814,50,69.4,62.9,75.7,34.3,108.8,102.3,114.9,484368,58000,240106,750111,8.70189086,71.1111,83.3333,198,0,458910000,32320000,0,48750000,0,0,0,98124000,1066395000,47508000,98124000,1525305000,79828000,0,0,0,0,0,48750000,463268000,365144000,6.7,16.1,12.1,15.82828818,5.555555556,0.1,80,8.7,6,59,106.3,509.8,181.2,69.6,30.8,907.9,2,33.3,Mal
147,Norway,7,7,0.9,6,13645323662,81.61,9,23,98.1,98.3,98,100,100,100,2367048074,382061313,15.9,0.008699159,11500,7,5,56.89806865,2,1.8,2.2,1.5,2.6,2.3,2.9,122,3,91,160,0,66.21412289,78.47684491,14,1412538212,1977659120,256485635.2,1738664237,1257711417,1147814478,8754351018,199219621.1,1111206178,2080436850,238599682.4,2523744352,4058094841,495085279.4,162726472.1,192748007.6,32970375.36,3049205263,9021472499,1489901451,6235978720,663030946.6,100,11,1,23.6,39.64497041,0,63.26745511,4,5,4,110.5,280,66,3,4,83,0.9,39.5,Bien
149,Oman,13,8,3.2,6,13645323662,65.4,70,27,96.7,94.7,97.3,93.4,86.1,95.5,2367048074,382061313,11.8,0.053938541,1900,9,17,56.89806865,9.9,8.9,10.9,5.2,11.6,10.4,12.6,804,14,422,935,0.1,66.21412289,78.47684491,6,1412538212,1977659120,256485635.2,1738664237,1257711417,1147814478,8754351018,199219621.1,1111206178,2080436850,238599682.4,2523744352,4058094841,495085279.4,162726472.1,192748007.6,32970375.36,3049205263,9021472499,1489901451,6235978720,663030946.6,0,12,2,11,1.19047619,23.3,63.26745511,5,1,14,157,598,62,16,7,68,4,22.9,Bien
152,Pakistan,32,6,9.4,3,2.11E+11,51.69,138,36,63.5,51.1,83.1,91.4,89.9,93.9,977016000,0,15.80086321,0.693444091,140,24,178,70,65.8,61,70.3,45.5,81.1,77.4,84.6,350600,9700,244746,431568,8.70189086,75.55556667,96.6667,12,705206000,858324000,352083000,0,334134000,200000000,2.09E+11,19122000,1225148000,1445774000,269319000,1930354000,2304099000,621402000,52298000,0,2358000,252298000,2.09E+11,355614000,2182652000,0,4.8,10,6,15.82828818,20.74303406,6.7,60,10,3,47,250.4,993.2,178.3,50,19,594,2.7,32.6,Mal
153,Palau,5,0,3.3,0,13645323662,53.43,136,16,100,100,100,88.766717,83.81799192,97,2367048074,382061313,9.5,0.758700851,2851.535211,4,171.0704225,30,14.2,12.5,15.8,9,16.4,14.6,18.2,4,10793.52113,3,5,0.1,42.2222,56.6666,4,1412538212,1977659120,256485635.2,1738664237,1257711417,1147814478,8754351018,199219621.1,1111206178,2080436850,238599682.4,2523744352,4058094841,495085279.4,162726472.1,192748007.6,32970375.36,3049205263,9021472499,1489901451,6235978720,663030946.6,0,19,5,65.8,0,0,40,8,10,11,72,810,125,14,28,142,2,75.4,Bien
154,Panama,22,4,6.3,8,199679000,65.74,69,53,75,58,83.5,94.7,88.6,97.7,641462000,56200000,20,0.239530168,420,16,94,60,14.6,12.9,16.2,9.6,17,15.1,18.8,1097,71,721,1277,4.8,78.8889,96.6667,203,19316000,363000,3378000,378797000,503150000,61283000,27378000,18200000,162777000,171938000,60534000,182093000,172301000,63912000,0,0,0,440080000,27378000,521350000,622173000,0,60.7,16,7,12.4,19.29824561,0,80,5,7,52,98,686,35,22.5,6,417,2.5,37.2,Bien
155,Papua New Guinea,37,4,17.3,0,253004000,50.74,145,50,18.9,13.3,56.4,40,32.8,88,23048000,308000,11.7,0.805261111,120,39,215,40,44.5,40.3,48.4,24.5,57.3,52.5,61.8,9284,460,5127,11963,4.4,45.55556667,66.6667,151,9351000,110821000,9002000,0,0,482000,0,46000,33744000,142183000,13692000,43095000,253004000,22694000,0,0,0,482000,0,46000,63577000,20000000,3.5,17,4,23.2,2.702702703,0,30,6,3,32,217,591,66,72,53,207,3,39.3,Mal
156,Paraguay,27,6,39.9,8,211504000,60.19,100,0,88.6,78.4,95.5,98,94.9,100,119049000,0,18.6,0.36827506,270,10,132,50,17.5,15.6,19.2,10.9,20.5,18.3,22.5,2366,190,1471,2780,6.8,72.22223333,86.6667,19,34510000,69463000,6112000,0,84122000,23242000,0,1505000,124464000,142041000,27310000,158974000,211504000,33422000,0,0,0,23242000,0,85627000,182216000,0,44.6,12,6,9.6,15,23.1,80,7,2,20,120,591,67,46,35,378,3.9,35,Bien
157,Peru,120,9,9.8,8,735366000,71.33,50,22,76.2,53.2,82.5,86.7,69.2,91.4,947100000,231186000,11,0.17447182,570,55,68,100,13.1,11.8,14.4,8.2,16.9,15.2,18.4,8164,420,5104,10483,2.2,93.33333333,100,318,190806000,115844000,32048000,271249000,622074000,12010000,0,2080000,424532000,119522000,59712000,615338000,235366000,91760000,0,0,0,283259000,500000000,624154000,898597000,0,100,14,4,22.7,22.30769231,35.2,80,6,8,9,174,426,67,6.5,26,260,3.1,35.9,Bien
158,Philippines,89,2,16.1,5,2189017000,60.07,103,77,73.9,70.8,77.9,91.8,90.3,93.7,1694062000,196184000,8.7,0.35203815,280,39,114,60,22.2,19.4,24.9,12.6,28,24.7,31.2,52300,2700,29601,65613,13.9,82.2222,86.6666,239,699028000,738847000,141931000,409987000,1234929000,161185000,289020000,22118000,611380000,1084951000,97841000,1310407000,1823799000,239771000,27626000,76198000,1059000,598799000,365218000,1258107000,1909206000,0,14,24,9,20.3,27.24137931,0,100,16,3,36,98,842,42,35,29,193,2.7,42.9,Mal
159,Poland,11,7,12.2,8,13645323662,76.45,25,8,97.2,96.7,97.5,98.3,96.9,99.3,2367048074,382061313,24.8,0.004522392,22100,4,3,90,4.5,4.1,4.8,3.1,5.2,4.7,5.6,1629,12,1122,1917,1,85.55556667,86.6667,13,1412538212,1977659120,256485635.2,1738664237,1257711417,1147814478,8754351018,199219621.1,1111206178,2080436850,238599682.4,2523744352,4058094841,495085279.4,162726472.1,192748007.6,32970375.36,3049205263,9021472499,1489901451,6235978720,663030946.6,91,16,6,14.5,24.13043478,0,80,4,7,7,156,685,133,33,30,271,3,40.3,Bien
160,Portugal,12,6,2.2,7,13645323662,77.57,23,62,99.7,99.8,99.6,100,100,100,2367048074,382061313,26.8,0.012261762,8200,12,10,56.89806865,3,2.7,3.2,2,3.6,3.3,3.9,251,8,167,304,0.6,66.21412289,78.47684491,82,1412538212,1977659120,256485635.2,1738664237,1257711417,1147814478,8754351018,199219621.1,1111206178,2080436850,238599682.4,2523744352,4058094841,495085279.4,162726472.1,192748007.6,32970375.36,3049205263,9021472499,1489901451,6235978720,663030946.6,16.1,14,1,13.6,31.30434783,100,63.26745511,3,2,8,113,547,52,1,2.5,275,2,41,Bien
161,Qatar,8,5,5.1,5,13645323662,65.97,68,12,98,98,98,100,100,100,2367048074,382061313,11.3,0.028673657,3500,2,13,56.89806865,6.8,6.2,7.4,3.8,8,7.3,8.7,195,3,109,226,0,66.21412289,78.47684491,0,1412538212,1977659120,256485635.2,1738664237,1257711417,1147814478,8754351018,199219621.1,1111206178,2080436850,238599682.4,2523744352,4058094841,495085279.4,162726472.1,192748007.6,32970375.36,3049205263,9021472499,1489901451,6235978720,663030946.6,0,15,7,0,0,26.5,63.26745511,8,1,4,57,570,90,13,8.5,41,2.8,11.3,Bien
162,Romania,18,9,2,7,1083454000,73.78,37,22,79.1,63.3,92.2,100,100,100,3886785000,2577811000,30,0.042898204,2300,7,31,90,9.7,8.7,10.7,6.3,11.1,9.9,12.2,1614,56,1047,1882,1.1,82.22223333,76.6667,5,39851000,82777000,8437000,1821150000,935684000,255842000,35171000,18849000,2407512000,965506000,345989000,2447363000,1048283000,354426000,4266000,0,15000,2081258000,35171000,954548000,20147802000,15619181000,50.1,15,8,10.9,13.71571072,15.9,80,5,10,14,257,512,182,19,8,159,3.3,42,Bien
163,Russian Federation,54,6,1.1,7,13645323662,70.99,51,40,72.2,58.7,77,96.9,91.2,98.9,2367048074,382061313,15.80086321,0.044431151,2300,29,25,56.89806865,8.2,7.2,9.1,5,9.6,8.4,10.6,15989,450,9741,18542,8.70189086,66.21412289,78.47684491,59,1412538212,1977659120,256485635.2,1738664237,1257711417,1147814478,8754351018,199219621.1,1111206178,2080436850,238599682.4,2523744352,4058094841,495085279.4,162726472.1,192748007.6,32970375.36,3049205263,9021472499,1489901451,6235978720,663030946.6,70.2,19,3,15.82828818,13.55555556,0,63.26745511,4.4,6,7,263.5,307,160.5,15,10.5,168,2,47,Bien
164,Rwanda,16,7,55,8,237144000,68.12,62,9,61.6,62.9,58.5,76.1,71.9,86.6,39149000,0,5.6,1.178849686,85,23,290,60,31.1,27.8,34.2,18.7,41.7,37.8,45.4,10445,1100,6299,14207,1.6,73.33336667,90.0001,8,3782000,57762000,4429000,0,26500000,0,0,0,21265000,179382000,8220000,25047000,237144000,12649000,0,0,0,0,0,26500000,25047000,0,18.8,11,3,25.8,63.75,5.4,70,7,11,25,77,230,34,32,5.5,109,2.5,33,Mal
165,Samoa,6,5,8,0,27851000,60.7,96,14,91.5,91.1,93.3,99,99.3,97.5,4936000,0,6.8,0.199376495,500,2,51,60,15,13.6,16.4,9.5,17.5,15.8,19,68,2,43,80,0,53.33336667,60.0001,2,5955000,20321000,3068000,0,0,0,0,0,7020000,7530000,1868000,12975000,27851000,4936000,0,0,0,0,0,0,12975000,0,0,18,5,11.3,6.12244898,0,40,4,5,37,62,455,34,15,9,224,2,18.1,Bien
166,Sao Tome and Principe,13,3,16.7,0,2491000,45.5,166,25,34.7,23.3,40.8,97.1,93.6,98.9,363000,0,6.8,0.73794162,140,5,156,40,34.6,30.8,38.2,17.1,47.3,43,51.5,219,10,109,297,11.2,65.55556667,86.6667,38,408000,3000,146000,0,0,0,0,0,1859000,2488000,217000,2267000,2491000,363000,0,0,0,0,0,0,2267000,0,0,15,7,20.2,18.18181818,0,70,3,0,45,105,1065,89,62,5,424,6.2,38.2,Mal
